candidate_location_id,preferred_name,normalized_name,candidate_type,promotion_class,factual_identity_status,identity_evidence,source_support,licence_classes,licence_state,odbl_evidence_present,boundary_conflict,conflicts,duplicate_evidence,osm_only,promotion_reasons,human_review_required,review_set_reason,unresolved_attributes,required_probe_names,representative_latitude,representative_longitude,review_category
pl-gp-v01-30ed69a810928e5d467e,Golden Fields Estate,golden fields estate,village,founder_review_required,requires_founder_review,"{""class"":""OSM_place_single_source"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""ambiguous"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""village""],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""node"",""landuse"":null,""place"":""village"",""residential"":null},""proposed_type_hints"":[""osm_place"",""village""],""source"":""osm"",""source_native_id"":""node/10765410541"",""source_record_id"":""sr:osm:node/10765410541""}],""source_record_ids"":[""sr:osm:node/10765410541""],""sources"":[""osm""]}","[""ODBL_1""]",ODBL_ONLY,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-30ed69a810928e5d467e"",""candidate_location_id_b"":""pl-gp-v01-ced9a309dfc5a5749390"",""distance_km"":0.158}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-30ed69a810928e5d467e"",""pl-gp-v01-ced9a309dfc5a5749390""],""normalized_name_group_size"":2}",True,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""independent_identity_vs_duplicate_source_object""]",[],-25.9080004,28.1690708,ambiguous_identity_or_duplicate
pl-gp-v01-31341ee9ee5eff570d5f,Equestria Estate,equestria estate,estate/residential_development_candidate,founder_review_required,requires_founder_review,"{""class"":""direct_cross_identifier"",""confidence"":""high"",""direct_cross_identifier"":true,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{""direct_cross_identifier"":1},""match_statuses"":{""deterministic"":2},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":true}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{""wikidata"":1,""wikipedia"":1},""osm_landuse_values"":[""residential""],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""way"",""landuse"":""residential"",""place"":null,""residential"":null},""proposed_type_hints"":[""estate/residential_development_candidate"",""named_residential_development_candidate""],""source"":""osm"",""source_native_id"":""way/446170453"",""source_record_id"":""sr:osm:way/446170453""},{""classification"":{""description"":[""place in Gauteng, South Africa""],""instance_of"":[""http://www.wikidata.org/entity/Q188509"",""http://www.wikidata.org/entity/Q486972""]},""proposed_type_hints"":[""locality""],""source"":""wikidata"",""source_native_id"":""Q60764247"",""source_record_id"":""sr:wikidata:Q60764247""}],""source_record_ids"":[""sr:osm:way/446170453"",""sr:wikidata:Q60764247""],""sources"":[""osm"",""wikidata""]}","[""CC0"",""ODBL_1""]",MIXED_INCLUDES_ODBL,True,False,[],"{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""not_applicable"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-31341ee9ee5eff570d5f""],""normalized_name_group_size"":1}",False,"[""estate/development identity is corroborated but promotion of this product-specific class requires explicit review""]",True,estate/development identity is corroborated but promotion of this product-specific class requires explicit review,"[""candidate_type"",""estate_or_development_product_class""]",[],-25.7872896,28.30611977821723,estate_or_development_promotion
pl-gp-v01-3e17179752450e0674ab,Tweefontein,tweefontein,estate/residential_development_candidate,founder_review_required,requires_founder_review,"{""class"":""three_or_more_source_contextual_match"",""confidence"":""high"",""direct_cross_identifier"":false,""exact_contextual"":true,""fuzzy_proposals_withheld"":6,""match_methods"":{""exact_contextual"":3},""match_statuses"":{""ambiguous"":3,""proposed"":6},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":true}","{""geonames_feature_classes"":{""S"":1},""geonames_feature_codes"":{""FRM"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[""residential""],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":3,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""S"",""feature_code"":""FRM"",""feature_description"":""farm""},""proposed_type_hints"":[""other""],""source"":""geonames"",""source_native_id"":""947392"",""source_record_id"":""sr:geonames:947392""},{""classification"":{""designation"":""FRM"",""feature_class"":""S"",""language"":null,""name_rank"":""1"",""script"":null,""ufi"":""-1292862"",""uni"":""-1874200""},""proposed_type_hints"":[""other""],""source"":""nga_gns"",""source_native_id"":""-1292862:-1874200:16107"",""source_record_id"":""sr:nga_gns:-1292862:-1874200:16107""},{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""way"",""landuse"":""residential"",""place"":null,""residential"":null},""proposed_type_hints"":[""estate/residential_development_candidate"",""named_residential_development_candidate""],""source"":""osm"",""source_native_id"":""way/1295839038"",""source_record_id"":""sr:osm:way/1295839038""}],""source_record_ids"":[""sr:geonames:947392"",""sr:nga_gns:-1292862:-1874200:16107"",""sr:osm:way/1295839038""],""sources"":[""geonames"",""nga_gns"",""osm""]}","[""CC_BY_4"",""NO_RESTRICTION_GNS"",""ODBL_1""]",MIXED_INCLUDES_ODBL,True,False,[],"{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""preserve_separate"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-0d70aad4027a66b35e40"",""pl-gp-v01-170d3ff229ff544049b6"",""pl-gp-v01-3e17179752450e0674ab"",""pl-gp-v01-6256026033916a502e3c"",""pl-gp-v01-78a0e134e89863d8cf6e"",""pl-gp-v01-8fc7cce5c791adc40375"",""pl-gp-v01-a5d95a906468c7ea3a58"",""pl-gp-v01-b8209cce1f7d3a9bb614"",""pl-gp-v01-f6bcc2c0cbee1c435589""],""normalized_name_group_size"":9}",False,"[""estate/development identity is corroborated but promotion of this product-specific class requires explicit review""]",True,estate/development identity is corroborated but promotion of this product-specific class requires explicit review,"[""estate_or_development_product_class""]",[],-25.79484,28.342,estate_or_development_promotion
pl-gp-v01-3f1f181735005aab64a6,Richmond,richmond,suburb,founder_review_required,requires_founder_review,"{""class"":""OSM_place_single_source"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""ambiguous"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""suburb""],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""node"",""landuse"":null,""place"":""suburb"",""residential"":null},""proposed_type_hints"":[""osm_place"",""suburb""],""source"":""osm"",""source_native_id"":""node/262715297"",""source_record_id"":""sr:osm:node/262715297""}],""source_record_ids"":[""sr:osm:node/262715297""],""sources"":[""osm""]}","[""ODBL_1""]",ODBL_ONLY,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-3f1f181735005aab64a6"",""candidate_location_id_b"":""pl-gp-v01-e7972062766a0f7edf50"",""distance_km"":0.118}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-3f1f181735005aab64a6"",""pl-gp-v01-e7972062766a0f7edf50""],""normalized_name_group_size"":2}",True,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""independent_identity_vs_duplicate_source_object""]",[],-26.1816667,28.0161111,ambiguous_identity_or_duplicate
pl-gp-v01-4214791a88181e144669,Medunsa,medunsa,town,founder_review_required,requires_founder_review,"{""class"":""multi_source_contextual_match"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":true,""fuzzy_proposals_withheld"":0,""match_methods"":{""exact_contextual"":1},""match_statuses"":{""conflict"":1,""high_confidence"":1},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":false}","{""geonames_feature_classes"":{""P"":1},""geonames_feature_codes"":{""PPL"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""P"",""feature_code"":""PPL"",""feature_description"":""populated place""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""geonames"",""source_native_id"":""1105761"",""source_record_id"":""sr:geonames:1105761""},{""classification"":{""designation"":""PPL"",""feature_class"":""P"",""language"":null,""name_rank"":""1"",""script"":null,""ufi"":""437017"",""uni"":""558810""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""nga_gns"",""source_native_id"":""437017:558810:116961"",""source_record_id"":""sr:nga_gns:437017:558810:116961""}],""source_record_ids"":[""sr:geonames:1105761"",""sr:nga_gns:437017:558810:116961""],""sources"":[""geonames"",""nga_gns""]}","[""CC_BY_4"",""NO_RESTRICTION_GNS""]",PERMISSIVE_OR_ATTRIBUTION_ONLY,False,True,"[""inside_admin_code_conflict""]","{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""not_applicable"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-4214791a88181e144669""],""normalized_name_group_size"":1}",False,"[""point is inside Gauteng but source administrative coding conflicts and independent identity support is weak""]",True,point is inside Gauteng but source administrative coding conflicts and independent identity support is weak,"[""administrative_context""]",[],-25.6188895,28.022779,boundary_admin_identity
pl-gp-v01-43d109a4091bf9c2044c,Sandton,sandton,town,candidate_only,candidate,"{""class"":""single_source_baseline"",""confidence"":""low"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":3,""match_methods"":{},""match_statuses"":{""ambiguous"":1,""proposed"":3},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""designation"":""PPLX"",""feature_class"":""P"",""language"":null,""name_rank"":""1"",""script"":null,""ufi"":""-1281128"",""uni"":""-1860445""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""nga_gns"",""source_native_id"":""-1281128:-1860445:26296"",""source_record_id"":""sr:nga_gns:-1281128:-1860445:26296""}],""source_record_ids"":[""sr:nga_gns:-1281128:-1860445:26296""],""sources"":[""nga_gns""]}","[""NO_RESTRICTION_GNS""]",PERMISSIVE_OR_ATTRIBUTION_ONLY,False,False,[],"{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""preserve_separate"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-418038409a1c0a00d9bc"",""pl-gp-v01-43d109a4091bf9c2044c""],""normalized_name_group_size"":2}",False,"[""evidence does not meet the independent identity threshold for factual canonical promotion""]",True,required property-search probe remains weak or non-independent,[],"[""Sandton""]",-26.05,27.966667,important_probe_weak_evidence
pl-gp-v01-4b69303d842a194b3650,Mooikloof,mooikloof,suburb,founder_review_required,requires_founder_review,"{""class"":""multi_source_contextual_match"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":true,""fuzzy_proposals_withheld"":0,""match_methods"":{""exact_contextual"":1},""match_statuses"":{""ambiguous"":2},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":false}","{""geonames_feature_classes"":{""P"":1},""geonames_feature_codes"":{""PPL"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""suburb""],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""P"",""feature_code"":""PPL"",""feature_description"":""populated place""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""geonames"",""source_native_id"":""8063767"",""source_record_id"":""sr:geonames:8063767""},{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""node"",""landuse"":null,""place"":""suburb"",""residential"":null},""proposed_type_hints"":[""osm_place"",""suburb""],""source"":""osm"",""source_native_id"":""node/286523271"",""source_record_id"":""sr:osm:node/286523271""}],""source_record_ids"":[""sr:geonames:8063767"",""sr:osm:node/286523271""],""sources"":[""geonames"",""osm""]}","[""CC_BY_4"",""ODBL_1""]",MIXED_INCLUDES_ODBL,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-0b19246e4f8f95d63494"",""candidate_location_id_b"":""pl-gp-v01-4b69303d842a194b3650"",""distance_km"":0.37}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-0b19246e4f8f95d63494"",""pl-gp-v01-4b69303d842a194b3650""],""normalized_name_group_size"":2}",False,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""candidate_type"",""independent_identity_vs_duplicate_source_object""]",[],-25.84032145,28.3384015,ambiguous_identity_or_duplicate
pl-gp-v01-53ecd2695afa97eeb6aa,Finetown,finetown,suburb,founder_review_required,requires_founder_review,"{""class"":""OSM_place_single_source"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""ambiguous"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""suburb""],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""node"",""landuse"":null,""place"":""suburb"",""residential"":null},""proposed_type_hints"":[""osm_place"",""suburb""],""source"":""osm"",""source_native_id"":""node/262706256"",""source_record_id"":""sr:osm:node/262706256""}],""source_record_ids"":[""sr:osm:node/262706256""],""sources"":[""osm""]}","[""ODBL_1""]",ODBL_ONLY,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-53ecd2695afa97eeb6aa"",""candidate_location_id_b"":""pl-gp-v01-a815b94ece73d2897696"",""distance_km"":0.073}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-53ecd2695afa97eeb6aa"",""pl-gp-v01-a815b94ece73d2897696""],""normalized_name_group_size"":2}",True,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""independent_identity_vs_duplicate_source_object""]",[],-26.415,27.8697222,ambiguous_identity_or_duplicate
pl-gp-v01-57153e3343c77aaa8792,Morula Sun,morula sun,town,founder_review_required,requires_founder_review,"{""class"":""multi_source_contextual_match"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":true,""fuzzy_proposals_withheld"":0,""match_methods"":{""exact_contextual"":1},""match_statuses"":{""conflict"":1,""high_confidence"":1},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":false}","{""geonames_feature_classes"":{""P"":1},""geonames_feature_codes"":{""PPL"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""P"",""feature_code"":""PPL"",""feature_description"":""populated place""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""geonames"",""source_native_id"":""1105755"",""source_record_id"":""sr:geonames:1105755""},{""classification"":{""designation"":""PPL"",""feature_class"":""P"",""language"":null,""name_rank"":""1"",""script"":null,""ufi"":""437000"",""uni"":""558789""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""nga_gns"",""source_native_id"":""437000:558789:116993"",""source_record_id"":""sr:nga_gns:437000:558789:116993""}],""source_record_ids"":[""sr:geonames:1105755"",""sr:nga_gns:437000:558789:116993""],""sources"":[""geonames"",""nga_gns""]}","[""CC_BY_4"",""NO_RESTRICTION_GNS""]",PERMISSIVE_OR_ATTRIBUTION_ONLY,False,True,"[""inside_admin_code_conflict""]","{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""not_applicable"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-57153e3343c77aaa8792""],""normalized_name_group_size"":1}",False,"[""point is inside Gauteng but source administrative coding conflicts and independent identity support is weak""]",True,point is inside Gauteng but source administrative coding conflicts and independent identity support is weak,"[""administrative_context""]",[],-25.507779,28.038058,boundary_admin_identity
pl-gp-v01-575322ceb163d82c5e32,Soshanguve South,soshanguve south,neighbourhood,founder_review_required,requires_founder_review,"{""class"":""single_source_baseline"",""confidence"":""low"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""conflict"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{""P"":1},""geonames_feature_codes"":{""PPLX"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""P"",""feature_code"":""PPLX"",""feature_description"":""section of populated place""},""proposed_type_hints"":[""locality"",""neighbourhood""],""source"":""geonames"",""source_native_id"":""11204536"",""source_record_id"":""sr:geonames:11204536""}],""source_record_ids"":[""sr:geonames:11204536""],""sources"":[""geonames""]}","[""CC_BY_4""]",PERMISSIVE_OR_ATTRIBUTION_ONLY,False,True,"[""inside_admin_code_conflict""]","{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""not_applicable"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-575322ceb163d82c5e32""],""normalized_name_group_size"":1}",False,"[""point is inside Gauteng but source administrative coding conflicts and independent identity support is weak""]",True,point is inside Gauteng but source administrative coding conflicts and independent identity support is weak,"[""administrative_context""]",[],-25.57304,28.0308,boundary_admin_identity
pl-gp-v01-5d26ec75e34ac3e2b46a,Marl Bank River,marl bank river,town,founder_review_required,requires_founder_review,"{""class"":""multi_source_contextual_match"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":true,""fuzzy_proposals_withheld"":0,""match_methods"":{""exact_contextual"":1},""match_statuses"":{""conflict"":1,""high_confidence"":1},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":false}","{""geonames_feature_classes"":{""P"":1},""geonames_feature_codes"":{""PPL"":1},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""country_code"":""ZA"",""feature_class"":""P"",""feature_code"":""PPL"",""feature_description"":""populated place""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""geonames"",""source_native_id"":""978752"",""source_record_id"":""sr:geonames:978752""},{""classification"":{""designation"":""PPL"",""feature_class"":""P"",""language"":null,""name_rank"":""1"",""script"":null,""ufi"":""-1257490"",""uni"":""-1832600""},""proposed_type_hints"":[""locality"",""town"",""village""],""source"":""nga_gns"",""source_native_id"":""-1257490:-1832600:56568"",""source_record_id"":""sr:nga_gns:-1257490:-1832600:56568""}],""source_record_ids"":[""sr:geonames:978752"",""sr:nga_gns:-1257490:-1832600:56568""],""sources"":[""geonames"",""nga_gns""]}","[""CC_BY_4"",""NO_RESTRICTION_GNS""]",PERMISSIVE_OR_ATTRIBUTION_ONLY,False,True,"[""inside_admin_code_conflict""]","{""close_same_context"":false,""close_same_context_pairs"":[],""duplicate_name_action"":""not_applicable"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-5d26ec75e34ac3e2b46a""],""normalized_name_group_size"":1}",False,"[""point is inside Gauteng but source administrative coding conflicts and independent identity support is weak""]",True,point is inside Gauteng but source administrative coding conflicts and independent identity support is weak,"[""administrative_context""]",[],-26.791859000000002,27.763588,boundary_admin_identity
pl-gp-v01-5edf7c8af629d8f9fcfa,Waverley,waverley,estate/residential_development_candidate,founder_review_required,requires_founder_review,"{""class"":""direct_cross_identifier"",""confidence"":""high"",""direct_cross_identifier"":true,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{""direct_cross_identifier"":1},""match_statuses"":{""ambiguous"":2},""not_based_on_name_equality_alone"":true,""robust"":true,""very_strong"":true}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{""wikidata"":1,""wikipedia"":1},""osm_landuse_values"":[""residential""],""osm_place_values"":[],""osm_residential_values"":[],""source_count"":2,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""way"",""landuse"":""residential"",""place"":null,""residential"":null},""proposed_type_hints"":[""estate/residential_development_candidate"",""named_residential_development_candidate""],""source"":""osm"",""source_native_id"":""way/368677528"",""source_record_id"":""sr:osm:way/368677528""},{""classification"":{""description"":[""place in Gauteng, South Africa""],""instance_of"":[""http://www.wikidata.org/entity/Q188509"",""http://www.wikidata.org/entity/Q15642541""]},""proposed_type_hints"":[""other""],""source"":""wikidata"",""source_native_id"":""Q32148209"",""source_record_id"":""sr:wikidata:Q32148209""}],""source_record_ids"":[""sr:osm:way/368677528"",""sr:wikidata:Q32148209""],""sources"":[""osm"",""wikidata""]}","[""CC0"",""ODBL_1""]",MIXED_INCLUDES_ODBL,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-5edf7c8af629d8f9fcfa"",""candidate_location_id_b"":""pl-gp-v01-ad70875e6050d4d23a11"",""distance_km"":0.417}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-583027856aed313c046c"",""pl-gp-v01-5edf7c8af629d8f9fcfa"",""pl-gp-v01-ad70875e6050d4d23a11""],""normalized_name_group_size"":3}",False,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""estate_or_development_product_class"",""independent_identity_vs_duplicate_source_object""]",[],-25.698546200000003,28.25931963330794,ambiguous_identity_or_duplicate
pl-gp-v01-683329ab6bd03d66f91f,Valeriedene,valeriedene,suburb,founder_review_required,requires_founder_review,"{""class"":""OSM_place_single_source"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""ambiguous"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""suburb""],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""way"",""landuse"":null,""place"":""suburb"",""residential"":null},""proposed_type_hints"":[""osm_place"",""suburb""],""source"":""osm"",""source_native_id"":""way/1534365741"",""source_record_id"":""sr:osm:way/1534365741""}],""source_record_ids"":[""sr:osm:way/1534365741""],""sources"":[""osm""]}","[""ODBL_1""]",ODBL_ONLY,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-683329ab6bd03d66f91f"",""candidate_location_id_b"":""pl-gp-v01-96453da361a2a4ff6bd9"",""distance_km"":0.466}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-683329ab6bd03d66f91f"",""pl-gp-v01-96453da361a2a4ff6bd9""],""normalized_name_group_size"":2}",True,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""independent_identity_vs_duplicate_source_object""]",[],-26.14898895,27.954761607206958,ambiguous_identity_or_duplicate
pl-gp-v01-746355e341e2d43d707b,Centurion Golf Estate,centurion golf estate,suburb,founder_review_required,requires_founder_review,"{""class"":""OSM_place_single_source"",""confidence"":""moderate"",""direct_cross_identifier"":false,""exact_contextual"":false,""fuzzy_proposals_withheld"":0,""match_methods"":{},""match_statuses"":{""ambiguous"":1},""not_based_on_name_equality_alone"":true,""robust"":false,""very_strong"":false}","{""geonames_feature_classes"":{},""geonames_feature_codes"":{},""osm_alias_tags"":{},""osm_identifier_tags"":{},""osm_landuse_values"":[],""osm_place_values"":[""suburb""],""osm_residential_values"":[],""source_count"":1,""source_native_types"":[{""classification"":{""admin_level"":null,""boundary"":null,""element_type"":""node"",""landuse"":null,""place"":""suburb"",""residential"":null},""proposed_type_hints"":[""osm_place"",""suburb""],""source"":""osm"",""source_native_id"":""node/27287447"",""source_record_id"":""sr:osm:node/27287447""}],""source_record_ids"":[""sr:osm:node/27287447""],""sources"":[""osm""]}","[""ODBL_1""]",ODBL_ONLY,True,False,[],"{""close_same_context"":true,""close_same_context_pairs"":[{""candidate_location_id_a"":""pl-gp-v01-746355e341e2d43d707b"",""candidate_location_id_b"":""pl-gp-v01-d5debf1f56b473a17ca9"",""distance_km"":0.391}],""duplicate_name_action"":""identity_collision_review"",""normalized_name_group_candidate_ids"":[""pl-gp-v01-746355e341e2d43d707b"",""pl-gp-v01-d5debf1f56b473a17ca9""],""normalized_name_group_size"":2}",True,"[""same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved""]",True,same normalized name has source objects within 500 m in the same administrative context; identity collision must be resolved,"[""independent_identity_vs_duplicate_source_object""]",[],-25.8751979,28.2007471,ambiguous_identity_or_duplicate
